Ssiderea046003	K10599
Ssiderea015085	K11729
Ssiderea055392	K06825
Ssiderea041873	K23908
Ssiderea053416	K00710
Ssiderea042460	K20099
Ssiderea023793	K01562
Ssiderea051375	K09671
Ssiderea033296	K11860
Ssiderea012094	K19202
Ssiderea002356	K05126
Ssiderea056153	K24205
Ssiderea026008	K25537
Ssiderea021036	K01092
Ssiderea002754	K05126
Ssiderea022164	K24737
Ssiderea046051	K24936
Ssiderea001784	K12305
Ssiderea048053	K04988
Ssiderea051895	K02579
Ssiderea039834	K01019
Ssiderea052382	K06238
Ssiderea037735	K12389
Ssiderea046635	K24464
Ssiderea017958	K04372
Ssiderea018282	K13291
Ssiderea042405	K01565
Ssiderea006220	K08900
Ssiderea034144	K12260
Ssiderea007374	K05636
Ssiderea053599	K06699
Ssiderea049369	K24936
Ssiderea013332	K18406
Ssiderea000223	K01754
Ssiderea001661	K10289
Ssiderea020852	K09273
Ssiderea045657	K19757
Ssiderea054822	K07966
Ssiderea000902	K17253
Ssiderea039856	K11163
Ssiderea000156	K06760
Ssiderea033047	K24936
Ssiderea023464	K19360
Ssiderea025362	K25421
Ssiderea019964	K20994
Ssiderea057392	K00288
Ssiderea002561	K06753
Ssiderea051713	K04097
Ssiderea002352	K04362
Ssiderea021572	K11801
Ssiderea022833	K23970
Ssiderea021127	K24812
Ssiderea051704	K04097
Ssiderea008228	K06691
Ssiderea014150	K00753
Ssiderea009438	K01495
Ssiderea025593	K24537
Ssiderea022450	K14616
Ssiderea045100	K05208
Ssiderea017849	K06792
Ssiderea022530	K25206
Ssiderea056726	K25709
Ssiderea032475	K07426
Ssiderea021416	K20409
Ssiderea014770	K24135
Ssiderea035487	K04888
Ssiderea026838	K04967
Ssiderea039107	K24205
Ssiderea024432	K23893
Ssiderea003315	K20293
Ssiderea008751	K26543
Ssiderea026128	K00078
Ssiderea020676	K23893
Ssiderea047878	K13047
Ssiderea023133	K04144
Ssiderea007829	K18497
Ssiderea006545	K03877
Ssiderea014763	K18398
Ssiderea049231	K22858
Ssiderea039470	K14072
Ssiderea048856	K24469
Ssiderea046296	K10365
Ssiderea039576	K05502
Ssiderea008159	K13912
Ssiderea050871	K02152
Ssiderea038527	K22023
Ssiderea027588	K03124
Ssiderea041227	K17341
Ssiderea056510	K01489
Ssiderea032055	K00728
Ssiderea000822	K15381
Ssiderea005204	K09568
Ssiderea042305	K01315
Ssiderea053982	K00665
Ssiderea024827	K27761
Ssiderea008879	K16572
Ssiderea000378	K05768
Ssiderea003087	K02975
Ssiderea029016	K00858
Ssiderea000230	K12035
Ssiderea022573	K21814
Ssiderea025958	K02927
Ssiderea039627	K04424
Ssiderea056174	K04267
Ssiderea018367	K09662
Ssiderea003070	K12842
Ssiderea026466	K04160
Ssiderea023768	K15437
Ssiderea001922	K06491
Ssiderea045397	K09228
Ssiderea044788	K12646
Ssiderea035498	K04887
Ssiderea028086	K19196
Ssiderea040051	K03899
Ssiderea007137	K04224
Ssiderea027013	K24509
Ssiderea003352	K09228
Ssiderea009893	K04145
Ssiderea046379	K07901
Ssiderea044229	K01756
Ssiderea023873	K02739
Ssiderea004726	K08378
Ssiderea009150	K07755
Ssiderea032334	K03120
Ssiderea023754	K05742
Ssiderea019825	K18245
Ssiderea006700	K24936
Ssiderea043976	K25802
Ssiderea040404	K02599
Ssiderea004323	K04364
Ssiderea006563	K05121
Ssiderea016645	K08595
Ssiderea000391	K15503
Ssiderea053345	K08190
Ssiderea000422	K01769
Ssiderea046254	K23628
Ssiderea053026	K01332
Ssiderea055447	K05719
Ssiderea019331	K15198
Ssiderea048417	K08409
Ssiderea048356	K04285
Ssiderea002396	K05120
Ssiderea026946	K11997
Ssiderea056796	K04247
Ssiderea013792	K15013
Ssiderea013269	K23820
Ssiderea009329	K18598
Ssiderea004205	K06269
Ssiderea025794	K05695
Ssiderea049768	K24760
Ssiderea010615	K23949
Ssiderea023557	K08856
Ssiderea023544	K17341
Ssiderea053237	K13912
Ssiderea048405	K08409
Ssiderea59626	K12035
Ssiderea026491	K08844
Ssiderea010096	K12132
Ssiderea006485	K20820
Ssiderea026701	K17513
Ssiderea043923	K23902
Ssiderea037753	K11546
Ssiderea000160	K02138
Ssiderea015329	K03239
Ssiderea003045	K15026
Ssiderea009146	K07755
Ssiderea007466	K10576
Ssiderea001702	K19601
Ssiderea001019	K09227
Ssiderea058634	K08872
Ssiderea006448	K13700
Ssiderea047889	K22072
Ssiderea031848	K06777
Ssiderea009431	K10606
Ssiderea59485	K06841
Ssiderea056864	K20899
Ssiderea045188	K08202
Ssiderea003368	K17768
Ssiderea027811	K03768
Ssiderea025214	K13293
Ssiderea038174	K17356
Ssiderea002467	K05129
Ssiderea004487	K00461
Ssiderea60314	K17341
Ssiderea002036	K09632
Ssiderea002781	K17341
Ssiderea027759	K04570
Ssiderea046570	K14311
Ssiderea006743	K11997
Ssiderea041928	K08808
Ssiderea004678	K11253
Ssiderea015802	K05022
Ssiderea60285	K10395
Ssiderea050450	K26437
Ssiderea045378	K14411
Ssiderea025722	K06819
Ssiderea003431	K11251
Ssiderea011921	K21956
Ssiderea003322	K17623
Ssiderea015390	K15789
Ssiderea020885	K24936
Ssiderea035582	K10158
Ssiderea013748	K01201
Ssiderea022302	K11997
Ssiderea055789	K09558
Ssiderea053748	K18660
Ssiderea034115	K04135
Ssiderea020509	K13046
Ssiderea007246	K04131
Ssiderea008048	K07360
Ssiderea016834	K16353
Ssiderea005061	K15297
Ssiderea046449	K05108
Ssiderea017649	K17495
Ssiderea008736	K22262
Ssiderea039310	K17907
Ssiderea031969	K23507
Ssiderea018084	K24464
Ssiderea051861	K08252
Ssiderea002751	K17341
Ssiderea055114	K10130
Ssiderea041494	K08180
Ssiderea056927	K12666
Ssiderea046684	K01135
Ssiderea054611	K22985
Ssiderea036612	K09360
Ssiderea003751	K04829
Ssiderea056953	K16680
Ssiderea050444	K26437
Ssiderea006136	K13304
Ssiderea015340	K08202
Ssiderea012850	K14072
Ssiderea008826	K19754
Ssiderea011873	K11128
Ssiderea001422	K13861
Ssiderea010249	K12035
Ssiderea62226	K06768
Ssiderea029113	K14539
Ssiderea025563	K06711
Ssiderea021032	K12589
Ssiderea054667	K17495
Ssiderea036031	K01640
Ssiderea042190	K04887
Ssiderea040213	K19360
Ssiderea033966	K08098
Ssiderea007234	K10736
Ssiderea027870	K04986
Ssiderea030028	K08624
Ssiderea020995	K24469
Ssiderea053726	K20032
Ssiderea050963	K04967
Ssiderea016597	K25789
Ssiderea032048	K10408
Ssiderea039379	K09304
Ssiderea025620	K07441
Ssiderea023485	K17887
Ssiderea019198	K04988
Ssiderea052419	K05731
Ssiderea050247	K04253
Ssiderea047920	K04717
Ssiderea002276	K12805
Ssiderea014512	K22790
Ssiderea015171	K00999
Ssiderea019328	K00699
Ssiderea032614	K24930
Ssiderea052519	K25449
Ssiderea010200	K12035
Ssiderea051723	K05208
Ssiderea011769	K13443
Ssiderea016171	K11252
Ssiderea018466	K12021
Ssiderea057686	K24464
Ssiderea050896	K15292
Ssiderea041979	K25537
Ssiderea009072	K03137
Ssiderea027364	K10168
Ssiderea050354	K10455
Ssiderea020867	K24936
Ssiderea002437	K17341
Ssiderea022368	K10837
Ssiderea005544	K10642
Ssiderea028011	K24826
Ssiderea050841	K01022
Ssiderea015360	K04142
Ssiderea043992	K03035
Ssiderea051396	K14071
Ssiderea057627	K15360
Ssiderea045660	K17592
Ssiderea028404	K08185
Ssiderea017948	K23562
Ssiderea014426	K08811
Ssiderea053907	K00312
Ssiderea031578	K27391
Ssiderea051100	K19363
Ssiderea011323	K18616
Ssiderea004063	K08378
Ssiderea058501	K03174
Ssiderea025084	K17285
Ssiderea020478	K08187
Ssiderea008494	K00804
Ssiderea035196	K00512
Ssiderea003422	K26437
Ssiderea055030	K25743
Ssiderea012907	K19907
Ssiderea004892	K10349
Ssiderea049166	K24936
Ssiderea047615	K00142
Ssiderea033762	K01802
Ssiderea002321	K23566
Ssiderea014275	K20823
Ssiderea020310	K14072
Ssiderea021253	K27391
Ssiderea015050	K28167
Ssiderea036650	K05181
Ssiderea044659	K00025
Ssiderea016900	K09395
Ssiderea026731	K08375
Ssiderea018107	K17263
Ssiderea039081	K07819
Ssiderea021909	K27262
Ssiderea027192	K03654
Ssiderea021946	K10104
Ssiderea022699	K04699
Ssiderea009129	K09553
Ssiderea052030	K09608
Ssiderea024106	K09452
Ssiderea059170	K12021
Ssiderea042576	K13366
Ssiderea034332	K08283
Ssiderea009308	K04989
Ssiderea022114	K09317
Ssiderea014237	K12613
Ssiderea047484	K10185
Ssiderea024600	K11141
Ssiderea032785	K24936
Ssiderea026241	K14072
Ssiderea002017	K10846
Ssiderea054520	K25788
Ssiderea012632	K05673
Ssiderea046062	K00306
Ssiderea015670	K07440
Ssiderea031887	K09339
Ssiderea048212	K04990
Ssiderea055641	K11150
Ssiderea033099	K05312
Ssiderea051699	K04097
Ssiderea030190	K08187
Ssiderea004940	K10382
Ssiderea053097	K02137
Ssiderea029272	K20915
Ssiderea045772	K01410
Ssiderea029682	K12819
Ssiderea029619	K10394
Ssiderea022619	K23501
Ssiderea049015	K24610
Ssiderea030076	K05502
Ssiderea020407	K23853
Ssiderea023955	K01403
Ssiderea049593	K04205
Ssiderea020902	K12132
Ssiderea005750	K03247
Ssiderea005931	K25547
Ssiderea011650	K10446
Ssiderea019884	K10268
Ssiderea035298	K06619
Ssiderea029317	K14792
Ssiderea043721	K16489
Ssiderea003902	K12175
Ssiderea006183	K17547
Ssiderea013477	K08375
Ssiderea055226	K04628
Ssiderea047228	K04596
Ssiderea017217	K05726
Ssiderea003467	K05648
Ssiderea046001	K06058
Ssiderea020909	K08859
Ssiderea055240	K04628
Ssiderea024224	K12174
Ssiderea002415	K04362
Ssiderea025263	K05181
Ssiderea011144	K17341
Ssiderea028067	K08292
Ssiderea028148	K04160
Ssiderea019011	K01444
Ssiderea017921	K05122
Ssiderea035928	K11593
Ssiderea035395	K04994
Ssiderea015898	K24436
Ssiderea030046	K19558
Ssiderea001675	K12778
Ssiderea054243	K11252
Ssiderea052480	K04427
Ssiderea031821	K11981
Ssiderea050514	K17341
Ssiderea046459	K05110
Ssiderea038896	K13091
Ssiderea035914	K02541
Ssiderea041768	K04267
Ssiderea019201	K11251
Ssiderea035338	K10393
Ssiderea011976	K24734
Ssiderea62201	K10799
Ssiderea036795	K14464
Ssiderea052691	K19375
Ssiderea018914	K08292
Ssiderea019896	K17199
Ssiderea053124	K03236
Ssiderea61181	K04144
Ssiderea012269	K00182
Ssiderea045929	K14651
Ssiderea013628	K01047
Ssiderea021226	K27391
Ssiderea037186	K27856
Ssiderea035922	K19899
Ssiderea001573	K24936
Ssiderea028434	K08180
Ssiderea031361	K25537
Ssiderea005437	K18082
Ssiderea042150	K17726
Ssiderea015365	K04984
Ssiderea59890	K07497
Ssiderea032857	K01019
Ssiderea048609	K10772
Ssiderea046903	K11864
Ssiderea032888	K03910
Ssiderea004196	K17783
Ssiderea047474	K14071
Ssiderea026260	K14072
Ssiderea013607	K11997
Ssiderea053688	K18173
Ssiderea039293	K09305
Ssiderea039163	K24835
Ssiderea058851	K12482
Ssiderea057260	K09537
Ssiderea002000	K15274
Ssiderea002320	K14725
Ssiderea052827	K09578
Ssiderea016824	K05695
Ssiderea057210	K17279
Ssiderea014288	K11150
Ssiderea029960	K06095
Ssiderea025435	K24936
Ssiderea010644	K05051
Ssiderea035610	K02599
Ssiderea001059	K17580
Ssiderea049556	K03964
Ssiderea030387	K11968
Ssiderea026624	K14810
Ssiderea029109	K14835
Ssiderea035821	K27103
Ssiderea014389	K09574
Ssiderea027342	K05398
Ssiderea009702	K18159
Ssiderea013513	K06825
Ssiderea019100	K17692
Ssiderea042256	K14771
Ssiderea026181	K14072
Ssiderea003037	K13338
Ssiderea011641	K17341
Ssiderea057192	K25442
Ssiderea002050	K00657
Ssiderea010301	K07439
Ssiderea037657	K05641
Ssiderea029250	K23789
Ssiderea001689	K13706
Ssiderea011884	K21956
Ssiderea042453	K05849
Ssiderea020154	K04223
Ssiderea015523	K24041
Ssiderea027795	K01316
Ssiderea035167	K11994
Ssiderea016931	K05034
Ssiderea033301	K10409
Ssiderea031649	K24464
Ssiderea046272	K13299
Ssiderea028516	K24706
Ssiderea057479	K12311
Ssiderea045523	K23624
Ssiderea050983	K04150
Ssiderea044515	K19360
Ssiderea015595	K12878
Ssiderea033131	K00476
Ssiderea047726	K25557
Ssiderea047993	K19027
Ssiderea021972	K25472
Ssiderea005478	K27412
Ssiderea050683	K23088
Ssiderea024196	K05635
Ssiderea038666	K04285
Ssiderea023211	K14415
Ssiderea038586	K00069
Ssiderea042316	K25805
Ssiderea018456	K11251
Ssiderea009882	K08830
Ssiderea033473	K05357
Ssiderea038381	K01953
Ssiderea056526	K27096
Ssiderea039437	K25757
Ssiderea042205	K16536
Ssiderea055624	K24525
Ssiderea032226	K18753
Ssiderea004887	K25443
Ssiderea005078	K05202
Ssiderea042494	K09097
Ssiderea018012	K01020
Ssiderea020936	K12021
Ssiderea044802	K14301
Ssiderea041775	K08380
Ssiderea040225	K10369
Ssiderea031854	K17554
Ssiderea030464	K06825
Ssiderea012970	K04382
Ssiderea051262	K04266
Ssiderea051650	K02030
Ssiderea025939	K16581
Ssiderea016553	K24936
Ssiderea047688	K06754
Ssiderea017999	K01020
Ssiderea000876	K17253
Ssiderea028976	K17307
Ssiderea004037	K05330
Ssiderea027107	K12603
Ssiderea049255	K11251
Ssiderea020028	K16288
Ssiderea017096	K04601
Ssiderea000770	K01135
Ssiderea008294	K15259
Ssiderea008992	K06560
Ssiderea038831	K19530
Ssiderea058633	K01363
Ssiderea035243	K04247
Ssiderea028136	K08397
Ssiderea020300	K04284
Ssiderea001495	K02327
Ssiderea052352	K16855
Ssiderea60677	K09140
Ssiderea042552	K01017
Ssiderea003391	K04150
Ssiderea047224	K06560
Ssiderea018804	K08193
Ssiderea020677	K14799
Ssiderea013944	K19901
Ssiderea60823	K09228
Ssiderea002637	K12132
Ssiderea024857	K13047
Ssiderea046169	K14072
Ssiderea029631	K16353
Ssiderea056479	K24936
Ssiderea022425	K05094
Ssiderea038083	K01466
Ssiderea023900	K03990
Ssiderea002165	K03504
Ssiderea003030	K23801
Ssiderea001963	K10349
Ssiderea59938	K05126
Ssiderea011314	K13863
Ssiderea041585	K27940
Ssiderea000526	K22791
Ssiderea012781	K09214
Ssiderea046601	K25543
Ssiderea028980	K00408
Ssiderea049207	K15627
Ssiderea044759	K22766
Ssiderea057623	K01307
Ssiderea014556	K09381
Ssiderea003858	K20865
Ssiderea032604	K04266
Ssiderea003722	K25165
Ssiderea004231	K08378
Ssiderea005433	K12035
Ssiderea019522	K04950
Ssiderea009474	K00939
Ssiderea009869	K11800
Ssiderea000219	K24797
Ssiderea057742	K22371
Ssiderea018581	K04829
Ssiderea021222	K07877
Ssiderea039591	K15623
Ssiderea045640	K13748
Ssiderea018621	K04142
Ssiderea028213	K17920
Ssiderea006509	K19467
Ssiderea032909	K23969
Ssiderea053417	K02907
Ssiderea002732	K05110
Ssiderea001209	K22614
Ssiderea023976	K25318
Ssiderea60765	K00485
Ssiderea051470	K19914
Ssiderea052241	K01192
Ssiderea61856	K07497
Ssiderea004057	K04224
Ssiderea028657	K12670
Ssiderea018148	K06819
Ssiderea014851	K10632
Ssiderea028828	K17253
Ssiderea026875	K00505
Ssiderea024131	K16513
Ssiderea019321	K24483
Ssiderea016687	K09528
Ssiderea021889	K05673
Ssiderea059105	K17796
Ssiderea000901	K05398
Ssiderea046622	K05759
Ssiderea045916	K15078
Ssiderea032251	K08548
Ssiderea030501	K00753
Ssiderea015237	K03417
Ssiderea030788	K15104
Ssiderea055551	K01562
Ssiderea023859	K25572
Ssiderea61457	K06754
Ssiderea051816	K12229
Ssiderea033611	K10864
Ssiderea055405	K11997
Ssiderea035491	K02168
Ssiderea008485	K22074
Ssiderea046524	K17617
Ssiderea052872	K09360
Ssiderea017686	K07380
Ssiderea034617	K13985
Ssiderea026803	K26238
Ssiderea018513	K08554
Ssiderea012616	K14772
Ssiderea054310	K11205
Ssiderea050876	K02932
Ssiderea027414	K08463
Ssiderea034273	K22614
Ssiderea013050	K04306
Ssiderea046895	K09651
Ssiderea035428	K22687
Ssiderea016246	K20044
Ssiderea052056	K08637
Ssiderea010220	K12035
Ssiderea048430	K04150
Ssiderea023337	K08054
Ssiderea012320	K15683
Ssiderea003415	K11253
Ssiderea004956	K18260
Ssiderea61738	K06816
Ssiderea61987	K24675
Ssiderea029257	K04144
Ssiderea048890	K24799
Ssiderea014869	K04393
Ssiderea041657	K06237
Ssiderea023832	K09318
Ssiderea050508	K01349
Ssiderea029692	K08807
Ssiderea022826	K04861
Ssiderea001624	K10521
Ssiderea015602	K02943
Ssiderea001969	K01173
Ssiderea054250	K11317
Ssiderea034796	K12603
Ssiderea020955	K07923
Ssiderea008574	K09276
Ssiderea054565	K06062
Ssiderea053715	K01148
Ssiderea017034	K12132
Ssiderea023910	K08059
Ssiderea035364	K14074
Ssiderea009284	K26283
Ssiderea036313	K09848
Ssiderea045061	K00933
Ssiderea018093	K17253
Ssiderea053438	K24437
Ssiderea014567	K09381
Ssiderea052380	K06238
Ssiderea031554	K08268
Ssiderea013861	K24431
Ssiderea056449	K04217
Ssiderea004597	K23342
Ssiderea009276	K25769
Ssiderea017910	K16860
Ssiderea025635	K05034
Ssiderea005455	K04442
Ssiderea028554	K03174
Ssiderea013246	K05048
Ssiderea045224	K08134
Ssiderea004532	K08731
Ssiderea054015	K26456
Ssiderea001026	K09229
Ssiderea009347	K10649
Ssiderea011781	K03686
Ssiderea052186	K01530
Ssiderea009002	K06560
Ssiderea015665	K07440
Ssiderea029615	K04615
Ssiderea60456	K06252
Ssiderea018634	K23893
Ssiderea038894	K23362
Ssiderea012929	K14410
Ssiderea026327	K06037
Ssiderea025619	K04892
Ssiderea058290	K08375
Ssiderea043579	K18668
Ssiderea035897	K27277
Ssiderea017237	K11883
Ssiderea035669	K00121
Ssiderea048655	K01687
Ssiderea045876	K20173
Ssiderea057399	K08883
Ssiderea046092	K04365
Ssiderea60473	K15255
Ssiderea009046	K08132
Ssiderea051002	K04967
Ssiderea047817	K01724
Ssiderea000297	K22861
Ssiderea007109	K09354
Ssiderea058193	K23355
Ssiderea036688	K20100
Ssiderea053677	K07375
Ssiderea019258	K02145
Ssiderea044182	K08896
Ssiderea027616	K04946
Ssiderea048976	K15014
Ssiderea052111	K19360
Ssiderea62362	K28074
Ssiderea009903	K05673
Ssiderea015257	K11127
Ssiderea033292	K04659
Ssiderea042808	K03023
Ssiderea014695	K09360
Ssiderea003915	K10260
Ssiderea032366	K08545
Ssiderea003079	K14943
Ssiderea61379	K00315
Ssiderea050737	K18592
Ssiderea025790	K06766
Ssiderea61862	K00629
Ssiderea026579	K09317
Ssiderea003476	K23151
Ssiderea039878	K22614
Ssiderea030153	K08292
Ssiderea043971	K05643
Ssiderea030029	K12861
Ssiderea022013	K27274
Ssiderea021041	K25700
Ssiderea011492	K05312
Ssiderea028448	K08187
Ssiderea025070	K02374
Ssiderea055601	K01338
Ssiderea055275	K15369
Ssiderea048518	K01013
Ssiderea015841	K22068
Ssiderea043933	K16540
Ssiderea030275	K19559
Ssiderea009538	K11252
Ssiderea012857	K24627
Ssiderea048509	K07766
Ssiderea016184	K01349
Ssiderea020689	K24338
Ssiderea001199	K05121
Ssiderea017210	K15335
Ssiderea054390	K15259
Ssiderea045493	K08180
Ssiderea005999	K00026
Ssiderea049449	K20174
Ssiderea61921	K24674
Ssiderea050819	K01021
Ssiderea016666	K08132
Ssiderea047671	K01279
Ssiderea018985	K17422
Ssiderea022700	K01135
Ssiderea61426	K08520
Ssiderea036465	K24419
Ssiderea031630	K01456
Ssiderea002621	K06491
Ssiderea045822	K15137
Ssiderea047425	K22862
Ssiderea054818	K04417
Ssiderea003494	K03331
Ssiderea053631	K19326
Ssiderea001393	K10249
Ssiderea006205	K14788
Ssiderea017612	K16669
Ssiderea055237	K04628
Ssiderea017874	K11150
Ssiderea007370	K04858
Ssiderea011377	K01395
Ssiderea001557	K22371
Ssiderea012569	K10637
Ssiderea015683	K14411
Ssiderea017716	K11298
Ssiderea003311	K24498
Ssiderea022941	K10770
Ssiderea028612	K04307
Ssiderea033961	K01197
Ssiderea050198	K01619
Ssiderea027288	K03174
Ssiderea013230	K24792
Ssiderea025932	K21775
Ssiderea003307	K17341
Ssiderea009905	K01315
Ssiderea053666	K19360
Ssiderea035232	K05208
Ssiderea021432	K02608
Ssiderea038565	K05970
Ssiderea028645	K27999
Ssiderea003463	K21914
Ssiderea017968	K27569
Ssiderea041997	K16944
Ssiderea049472	K02513
Ssiderea032346	K17601
Ssiderea047872	K08003
Ssiderea029054	K04828
Ssiderea022330	K24502
Ssiderea60932	K08770
Ssiderea002596	K05126
Ssiderea055128	K02995
Ssiderea038123	K06238
Ssiderea006707	K24936
Ssiderea054657	K18617
Ssiderea013276	K24470
Ssiderea005384	K05760
Ssiderea011914	K07874
Ssiderea014758	K13159
Ssiderea046197	K14072
Ssiderea028304	K04287
Ssiderea005530	K10642
Ssiderea026888	K22403
Ssiderea010552	K17341
Ssiderea054422	K13047
Ssiderea045533	K16342
Ssiderea045079	K09228
Ssiderea050746	K22790
Ssiderea051455	K03899
Ssiderea038887	K01102
Ssiderea011308	K13863
Ssiderea018558	K04707
Ssiderea049614	K18470
Ssiderea045678	K24678
Ssiderea003573	K14777
Ssiderea023545	K27816
Ssiderea048002	K03103
Ssiderea59213	K09228
Ssiderea054353	K04247
Ssiderea021935	K04142
Ssiderea019166	K01363
Ssiderea049920	K11214
Ssiderea034053	K13912
Ssiderea011764	K24964
Ssiderea000761	K01135
Ssiderea049002	K08961
Ssiderea040468	K06767
Ssiderea041726	K17535
Ssiderea007480	K06974
Ssiderea053308	K02599
Ssiderea019023	K20994
Ssiderea019144	K14610
Ssiderea014083	K03937
Ssiderea023203	K08778
Ssiderea005803	K04615
Ssiderea012975	K14785
Ssiderea033189	K04266
Ssiderea017677	K24464
Ssiderea005373	K01022
Ssiderea039133	K14442
Ssiderea037622	K08596
Ssiderea035452	K04448
Ssiderea037874	K22790
Ssiderea036534	K07151
Ssiderea018363	K09671
Ssiderea025317	K22558
Ssiderea022762	K13146
Ssiderea012082	K04905
Ssiderea045104	K15336
Ssiderea049572	K08378
Ssiderea018967	K09624
Ssiderea048852	K03899
Ssiderea001159	K17341
Ssiderea005517	K10642
Ssiderea005681	K25476
Ssiderea027545	K02936
Ssiderea024080	K12734
Ssiderea023512	K14650
Ssiderea027882	K19532
Ssiderea032659	K26458
Ssiderea60150	K04362
Ssiderea017505	K10899
Ssiderea011508	K04809
Ssiderea026397	K08202
Ssiderea001175	K17341
Ssiderea018210	K20795
Ssiderea049175	K14708
Ssiderea023294	K16343
Ssiderea010296	K11653
Ssiderea032691	K06826
Ssiderea026156	K12189
Ssiderea004472	K04988
Ssiderea016420	K08378
Ssiderea012815	K14071
Ssiderea010633	K17231
Ssiderea014728	K01672
Ssiderea032756	K02599
Ssiderea054260	K08526
Ssiderea010173	K01099
Ssiderea014011	K25780
Ssiderea028730	K03260
Ssiderea054392	K26547
Ssiderea016049	K14354
Ssiderea025532	K24943
Ssiderea030363	K04148
Ssiderea031597	K27391
Ssiderea044698	K01674
Ssiderea054438	K10901
Ssiderea027328	K10159
Ssiderea030043	K04398
Ssiderea038840	K03979
Ssiderea050127	K06238
Ssiderea039776	K23334
Ssiderea056177	K06051
Ssiderea025988	K08029
Ssiderea045393	K18272
Ssiderea007956	K11855
Ssiderea034678	K11310
Ssiderea055223	K00699
Ssiderea042852	K06704
Ssiderea009524	K03262
Ssiderea033092	K05312
Ssiderea048572	K06030
Ssiderea048293	K15255
Ssiderea031561	K25808
Ssiderea035877	K04239
Ssiderea027763	K01135
Ssiderea056779	K04659
Ssiderea031715	K17834
Ssiderea002302	K04721
Ssiderea046838	K13963
Ssiderea021420	K04527
Ssiderea042449	K16724
Ssiderea026973	K11997
Ssiderea012841	K06794
Ssiderea054286	K03522
Ssiderea017657	K05502
Ssiderea027199	K19539
Ssiderea017988	K11253
Ssiderea003799	K00463
Ssiderea019518	K04909
Ssiderea052406	K22824
Ssiderea023729	K20051
Ssiderea001995	K24265
Ssiderea031536	K17451
Ssiderea051638	K24646
Ssiderea024822	K27761
Ssiderea054039	K09848
Ssiderea044128	K25204
Ssiderea035919	K19899
Ssiderea048499	K04521
Ssiderea005013	K24936
Ssiderea042844	K20795
Ssiderea026363	K22888
Ssiderea052896	K14859
Ssiderea000535	K14156
Ssiderea031665	K03006
Ssiderea029413	K12302
Ssiderea020368	K09228
Ssiderea045245	K25459
Ssiderea040323	K10746
Ssiderea000431	K24437
Ssiderea045239	K24469
Ssiderea009600	K04144
Ssiderea002102	K04255
Ssiderea009571	K04144
Ssiderea044499	K08764
Ssiderea003354	K04142
Ssiderea024541	K01065
Ssiderea027577	K10169
Ssiderea007225	K24936
Ssiderea008831	K13517
Ssiderea037174	K05673
Ssiderea032946	K04306
Ssiderea048954	K18466
Ssiderea038828	K17570
Ssiderea009392	K13278
Ssiderea034461	K04830
Ssiderea015571	K08606
Ssiderea018849	K05396
Ssiderea046337	K07152
Ssiderea024202	K24796
Ssiderea000611	K09109
Ssiderea026813	K04250
Ssiderea040675	K14072
Ssiderea054408	K01310
Ssiderea055268	K10442
Ssiderea045835	K17809
Ssiderea012033	K04162
Ssiderea054065	K13047
Ssiderea038597	K04142
Ssiderea61224	K02599
Ssiderea029221	K02835
Ssiderea035159	K13366
Ssiderea022124	K00010
Ssiderea013183	K17387
Ssiderea046330	K26169
Ssiderea031995	K04223
Ssiderea055515	K20318
Ssiderea042562	K10380
Ssiderea038628	K06058
Ssiderea044583	K05092
Ssiderea024094	K04988
Ssiderea051346	K05673
Ssiderea028679	K19739
Ssiderea050016	K17501
Ssiderea023325	K14793
Ssiderea017115	K01596
Ssiderea025732	K19755
Ssiderea020863	K22324
Ssiderea012883	K17928
Ssiderea023473	K01892
Ssiderea60054	K15255
Ssiderea044864	K03575
Ssiderea034874	K02187
Ssiderea029552	K14395
Ssiderea010443	K06819
Ssiderea048457	K08342
Ssiderea036732	K07752
Ssiderea045073	K04160
Ssiderea047505	K14836
Ssiderea050328	K17691
Ssiderea003677	K19360
Ssiderea001919	K20471
Ssiderea028107	K04502
Ssiderea003339	K24498
Ssiderea017848	K06560
Ssiderea017361	K04362
Ssiderea017861	K11150
Ssiderea045181	K00659
Ssiderea049268	K19684
Ssiderea051957	K00546
Ssiderea006255	K19511
Ssiderea044604	K02946
Ssiderea030324	K22888
Ssiderea019440	K18756
Ssiderea017577	K05053
Ssiderea001950	K09486
Ssiderea022625	K24936
Ssiderea045609	K11161
Ssiderea017708	K11980
Ssiderea000934	K19467
Ssiderea000444	K05761
Ssiderea014675	K08770
Ssiderea014145	K10457
Ssiderea045012	K26437
Ssiderea021437	K16484
Ssiderea048837	K05175
Ssiderea044396	K19360
Ssiderea033723	K11997
Ssiderea014900	K01240
Ssiderea006519	K08132
Ssiderea003099	K08185
Ssiderea042799	K16571
Ssiderea036007	K02599
Ssiderea011824	K05502
Ssiderea024658	K09604
Ssiderea033190	K14536
Ssiderea042779	K14072
Ssiderea050445	K26437
Ssiderea051469	K19906
Ssiderea018104	K04968
Ssiderea015112	K20103
Ssiderea013300	K17495
Ssiderea027590	K15108
Ssiderea049107	K11251
Ssiderea044235	K11275
Ssiderea043918	K14404
Ssiderea054879	K22137
Ssiderea032563	K11165
Ssiderea044265	K14434
Ssiderea021396	K02838
Ssiderea029562	K08497
Ssiderea059099	K15837
Ssiderea055299	K09666
Ssiderea043787	K05398
Ssiderea017792	K14322
Ssiderea046193	K02830
