Ssiderea246914	K01301
Ssiderea234729	K04828
Ssiderea236320	K06252
Ssiderea267090	K18442
Ssiderea252530	K00030
Ssiderea237770	K10456
Ssiderea517583	K04511
Ssiderea255333	K14309
Ssiderea271911	K25129
Ssiderea234575	K24822
Ssiderea257955	K20191
Ssiderea235473	K17495
Ssiderea263573	K16768
Ssiderea243059	K02953
Ssiderea122756	K10268
Ssiderea268520	K23027
Ssiderea253813	K11969
Ssiderea268948	K16549
Ssiderea266581	K24822
Ssiderea266750	K04638
Ssiderea263516	K11251
Ssiderea256790	K19403
Ssiderea220645	K13624
Ssiderea477798	K09580
Ssiderea239508	K05692
Ssiderea250621	K19398
Ssiderea242004	K15447
Ssiderea236030	K17919
Ssiderea251722	K12739
Ssiderea245147	K10153
Ssiderea228835	K02879
Ssiderea218939	K10317
Ssiderea254118	K07889
Ssiderea267868	K25731
Ssiderea254593	K00757
Ssiderea245228	K06910
Ssiderea209000	K09640
Ssiderea253579	K10087
Ssiderea268529	K20994
Ssiderea224731	K06252
Ssiderea252216	K24348
Ssiderea239202	K13513
Ssiderea264608	K19526
Ssiderea259870	K11540
Ssiderea245319	K14752
Ssiderea237040	K07937
Ssiderea234079	K25700
Ssiderea234741	K07827
Ssiderea260754	K14702
Ssiderea266913	K02930
Ssiderea188133	K19903
Ssiderea203447	K00624
Ssiderea259394	K16782
Ssiderea341125	K12373
Ssiderea241170	K09669
Ssiderea264569	K10605
Ssiderea224607	K05725
Ssiderea239039	K08076
Ssiderea250455	K09553
Ssiderea20269	K01077
Ssiderea261288	K11323
Ssiderea231596	K05725
Ssiderea232142	K09214
Ssiderea234984	K01338
Ssiderea236513	K12868
Ssiderea229817	K13010
Ssiderea242196	K23909
Ssiderea257087	K17461
Ssiderea264882	K14709
Ssiderea245871	K12831
Ssiderea239173	K05337
Ssiderea397865	K03254
Ssiderea238830	K08546
Ssiderea265257	K01231
Ssiderea472134	K00037
Ssiderea351307	K12567
Ssiderea265204	K11247
Ssiderea264235	K05692
Ssiderea262530	K05016
Ssiderea203376	K22754
Ssiderea269717	K18263
Ssiderea270761	K13431
Ssiderea229740	K24737
Ssiderea251048	K14401
Ssiderea237101	K23994
Ssiderea242748	K08187
Ssiderea264273	K10592
Ssiderea238723	K07378
Ssiderea265263	K11996
Ssiderea230589	K12816
Ssiderea87904	K24646
Ssiderea247166	K02266
Ssiderea260524	K00802
Ssiderea260431	K05858
Ssiderea226902	K22614
Ssiderea231091	K24643
Ssiderea258674	K09494
Ssiderea265151	K24936
Ssiderea246062	K10645
Ssiderea290274	K04919
Ssiderea235043	K12826
Ssiderea229623	K17894
Ssiderea269326	K12948
Ssiderea253837	K04988
Ssiderea252331	K04594
Ssiderea265696	K10393
Ssiderea176157	K19636
Ssiderea260875	K08069
Ssiderea255608	K03438
Ssiderea255655	K00273
Ssiderea229934	K07393
Ssiderea257865	K05094
Ssiderea248827	K00889
Ssiderea266509	K10084
Ssiderea264921	K03131
Ssiderea248386	K04565
Ssiderea259118	K06627
Ssiderea230592	K09579
Ssiderea257149	K12891
Ssiderea249099	K03347
Ssiderea255151	K17710
Ssiderea268098	K21879
Ssiderea259299	K17936
Ssiderea252899	K16449
Ssiderea191077	K02599
Ssiderea261674	K14326
Ssiderea264081	K11666
Ssiderea228689	K03540
Ssiderea261726	K13806
Ssiderea241385	K14613
Ssiderea271621	K23939
Ssiderea260311	K08595
Ssiderea363352	K02132
Ssiderea264490	K07912
Ssiderea387883	K10592
Ssiderea262179	K06051
Ssiderea225821	K14457
Ssiderea503311	K09657
Ssiderea222933	K10049
Ssiderea244968	K19177
Ssiderea232958	K04495
Ssiderea258905	K10594
Ssiderea261455	K24335
Ssiderea270554	K07497
Ssiderea265084	K20299
Ssiderea267478	K17341
Ssiderea262349	K17529
Ssiderea211915	K01638
Ssiderea240037	K20309
Ssiderea410983	K00106
Ssiderea257664	K00002
Ssiderea215621	K24502
Ssiderea221977	K06640
Ssiderea257527	K24936
Ssiderea263676	K15192
Ssiderea240710	K01477
Ssiderea266153	K11416
Ssiderea258332	K04662
Ssiderea221216	K26141
Ssiderea269055	K12968
Ssiderea249239	K15162
Ssiderea242896	K15261
Ssiderea234797	K03165
Ssiderea213616	K04306
Ssiderea246475	K24734
Ssiderea231011	K23041
Ssiderea78914	K01052
Ssiderea245799	K23912
Ssiderea262374	K20166
Ssiderea235180	K03950
Ssiderea578768	K01052
Ssiderea247021	K08517
Ssiderea270140	K06825
Ssiderea222178	K10268
Ssiderea268848	K06777
Ssiderea224557	K19375
Ssiderea254747	K24755
Ssiderea224041	K19684
Ssiderea229884	K05692
Ssiderea242630	K00331
Ssiderea264972	K18260
Ssiderea266452	K17675
Ssiderea246272	K01338
Ssiderea106787	K24155
Ssiderea233960	K24473
Ssiderea251726	K08493
Ssiderea239695	K11852
Ssiderea237355	K00613
Ssiderea268931	K22125
Ssiderea239634	K10882
Ssiderea256974	K15436
Ssiderea263150	K23286
Ssiderea254214	K05175
Ssiderea234750	K12035
Ssiderea257506	K23113
Ssiderea256193	K20288
Ssiderea155973	K04887
Ssiderea245933	K03687
Ssiderea2283	K16506
Ssiderea171889	K10949
Ssiderea227817	K02308
Ssiderea227981	K16546
Ssiderea249057	K06767
Ssiderea348786	K10348
Ssiderea262808	K14550
Ssiderea257737	K13675
Ssiderea3737	K16890
Ssiderea261634	K04593
Ssiderea268861	K04605
Ssiderea244827	K17499
Ssiderea161176	K11728
Ssiderea260062	K15305
Ssiderea266986	K17552
Ssiderea266449	K10478
Ssiderea262647	K24734
Ssiderea244501	K07374
Ssiderea192374	K06269
Ssiderea255728	K02649
Ssiderea262792	K01723
Ssiderea243446	K24170
Ssiderea260892	K10260
Ssiderea254704	K13143
Ssiderea262779	K00869
Ssiderea221499	K10380
Ssiderea265409	K08618
Ssiderea230074	K00933
Ssiderea247454	K00764
Ssiderea247235	K04095
Ssiderea266292	K16602
Ssiderea267560	K00863
Ssiderea260535	K10277
Ssiderea244417	K00857
Ssiderea248814	K24839
Ssiderea574503	K04382
Ssiderea223113	K05041
Ssiderea225120	K08439
Ssiderea237203	K13411
Ssiderea226849	K12035
Ssiderea214240	K02929
Ssiderea260944	K09540
Ssiderea246874	K10457
Ssiderea226912	K22755
Ssiderea235888	K02187
Ssiderea425461	K04978
Ssiderea243432	K00940
Ssiderea212755	K25700
Ssiderea245429	K11799
Ssiderea243238	K08857
Ssiderea242161	K00142
Ssiderea266469	K10408
Ssiderea239143	K07511
Ssiderea257806	K07497
Ssiderea249615	K08211
Ssiderea243540	K19899
Ssiderea252414	K19368
Ssiderea258685	K10843
Ssiderea249106	K14777
Ssiderea223921	K24418
Ssiderea260595	K25091
Ssiderea266009	K00784
Ssiderea266432	K09113
Ssiderea241021	K00953
Ssiderea156613	K20995
Ssiderea252942	K03320
Ssiderea253118	K06927
Ssiderea256521	K05658
Ssiderea241406	K16310
Ssiderea234245	K02183
Ssiderea251425	K05628
Ssiderea243768	K13912
Ssiderea256692	K20689
Ssiderea259643	K20639
Ssiderea256855	K09521
Ssiderea212583	K02934
Ssiderea268922	K08873
Ssiderea265366	K12489
Ssiderea255495	K01349
Ssiderea253408	K09173
Ssiderea241263	K19720
Ssiderea216635	K05181
Ssiderea257854	K21032
Ssiderea145788	K04079
Ssiderea264949	K10598
Ssiderea259306	K05181
Ssiderea265619	K16733
Ssiderea255268	K15326
Ssiderea261308	K01897
Ssiderea261630	K03348
Ssiderea243076	K00659
Ssiderea258320	K05094
Ssiderea222124	K02873
Ssiderea253897	K07553
Ssiderea222537	K01338
Ssiderea247292	K12076
Ssiderea160091	K24835
Ssiderea245828	K07071
Ssiderea260485	K20632
Ssiderea504448	K04842
Ssiderea255538	K01611
Ssiderea218407	K18710
Ssiderea228506	K04887
Ssiderea228626	K16524
Ssiderea510492	K02324
Ssiderea249067	K08017
Ssiderea267701	K00685
Ssiderea269633	K24332
Ssiderea236607	K01663
Ssiderea180495	K04594
Ssiderea218826	K12647
Ssiderea220398	K14294
Ssiderea263209	K02331
Ssiderea187845	K02985
Ssiderea245978	K08878
Ssiderea243115	K06491
Ssiderea230794	K14686
Ssiderea259087	K15137
Ssiderea254703	K12326
Ssiderea44604	K06174
Ssiderea192743	K04170
Ssiderea263289	K18592
Ssiderea246738	K03456
Ssiderea223650	K10260
Ssiderea266159	K14439
Ssiderea268446	K10408
Ssiderea266676	K04520
Ssiderea299922	K16506
Ssiderea261682	K21844
Ssiderea266518	K20656
Ssiderea265353	K23718
Ssiderea236765	K08271
Ssiderea463586	K02925
Ssiderea241140	K05928
Ssiderea266249	K01142
Ssiderea222279	K09657
Ssiderea261275	K12132
Ssiderea247288	K11125
Ssiderea411582	K11982
Ssiderea13340	K00121
Ssiderea249095	K20369
Ssiderea227437	K01049
Ssiderea268610	K18166
Ssiderea260809	K15170
Ssiderea269704	K10408
Ssiderea265723	K16449
Ssiderea256096	K16913
Ssiderea256978	K05768
Ssiderea176752	K02599
Ssiderea264121	K11536
Ssiderea181607	K06252
Ssiderea270541	K16777
Ssiderea238860	K23424
Ssiderea251902	K08253
Ssiderea254850	K00587
Ssiderea250065	K10359
Ssiderea266981	K14683
Ssiderea179548	K21442
Ssiderea252338	K15015
Ssiderea255373	K13047
Ssiderea243496	K18274
Ssiderea225582	K16219
Ssiderea226380	K18327
Ssiderea265336	K19674
Ssiderea244735	K20456
Ssiderea241587	K04170
Ssiderea497218	K02893
Ssiderea225987	K10382
Ssiderea270145	K16896
Ssiderea221733	K09586
Ssiderea267323	K20175
Ssiderea295863	K10746
Ssiderea239214	K11861
Ssiderea266355	K06841
Ssiderea212143	K22614
Ssiderea259476	K07497
Ssiderea228122	K18152
Ssiderea264571	K04715
Ssiderea243298	K05665
Ssiderea247726	K07937
Ssiderea210002	K12751
Ssiderea267190	K10609
Ssiderea224356	K00357
Ssiderea262946	K01109
Ssiderea241160	K20795
Ssiderea24618	K01135
Ssiderea529669	K04948
Ssiderea237741	K05673
Ssiderea574897	K15837
Ssiderea263736	K11848
Ssiderea227501	K04892
Ssiderea412832	K01135
Ssiderea203188	K11593
Ssiderea244697	K08076
Ssiderea233704	K24387
Ssiderea267978	K18080
Ssiderea317384	K04989
Ssiderea223741	K02134
Ssiderea225766	K00670
Ssiderea249248	K11726
Ssiderea225908	K09848
Ssiderea264069	K19531
Ssiderea249197	K04530
Ssiderea270616	K00600
Ssiderea219328	K17341
Ssiderea249490	K11491
Ssiderea212949	K14753
Ssiderea264405	K25358
Ssiderea211374	K19413
Ssiderea263100	K12232
Ssiderea234052	K23914
Ssiderea260765	K14557
Ssiderea241866	K00939
Ssiderea253979	K11418
Ssiderea139963	K05389
Ssiderea267164	K09674
Ssiderea247452	K05292
Ssiderea265374	K25686
Ssiderea252348	K16757
Ssiderea246797	K12231
Ssiderea234498	K21988
Ssiderea227553	K21867
Ssiderea250117	K12863
Ssiderea243730	K07517
Ssiderea251982	K12472
Ssiderea233683	K05312
Ssiderea232449	K11274
Ssiderea269449	K14724
Ssiderea267291	K01749
Ssiderea261591	K13026
Ssiderea225020	K04739
Ssiderea229471	K24936
Ssiderea239177	K12348
Ssiderea254927	K11548
Ssiderea255632	K20224
Ssiderea242387	K15074
Ssiderea255240	K14072
Ssiderea215060	K12035
Ssiderea271960	K24746
Ssiderea243287	K24835
Ssiderea578503	K10594
Ssiderea257241	K05410
Ssiderea266302	K15728
Ssiderea234106	K16743
Ssiderea256290	K05665
Ssiderea234473	K19041
Ssiderea255926	K24060
Ssiderea36927	K24734
Ssiderea256427	K23961
Ssiderea269035	K08601
Ssiderea220184	K04967
Ssiderea268276	K19672
Ssiderea257570	K16942
Ssiderea572658	K02998
Ssiderea243150	K07436
Ssiderea268792	K00698
Ssiderea251067	K14994
Ssiderea249957	K10951
Ssiderea261210	K01810
Ssiderea256279	K24298
Ssiderea255979	K22390
Ssiderea259491	K00799
Ssiderea224029	K05181
Ssiderea247110	K08132
Ssiderea266681	K00653
Ssiderea252117	K16810
Ssiderea209347	K21879
Ssiderea269205	K18592
Ssiderea240182	K01760
Ssiderea235240	K13348
Ssiderea263069	K03639
Ssiderea251721	K00485
Ssiderea230368	K12868
Ssiderea237257	K13420
Ssiderea238536	K03064
Ssiderea249732	K24099
Ssiderea246486	K14784
Ssiderea249588	K19937
Ssiderea261722	K15113
Ssiderea265491	K17586
Ssiderea173353	K03648
Ssiderea224131	K05312
Ssiderea259613	K10408
Ssiderea235916	K07375
Ssiderea251339	K00831
Ssiderea196167	K14842
Ssiderea572422	K00914
Ssiderea236100	K01907
Ssiderea429290	K16669
Ssiderea264550	K23028
Ssiderea269241	K17497
Ssiderea219771	K17341
Ssiderea263782	K05087
Ssiderea262079	K05853
Ssiderea244391	K24936
Ssiderea600912	K22382
Ssiderea248403	K05768
Ssiderea223096	K04362
Ssiderea136303	K02964
Ssiderea267056	K03188
Ssiderea239722	K11512
Ssiderea506828	K17592
Ssiderea260925	K26162
Ssiderea249940	K12197
Ssiderea239702	K06491
Ssiderea172982	K24936
Ssiderea463247	K00665
Ssiderea256489	K09355
Ssiderea236893	K10159
Ssiderea260268	K08288
Ssiderea261538	K10271
Ssiderea250525	K02377
Ssiderea261259	K23691
Ssiderea264181	K11251
Ssiderea335370	K24706
Ssiderea259736	K08202
Ssiderea206181	K08606
Ssiderea249642	K23088
Ssiderea270570	K01227
Ssiderea253032	K01785
Ssiderea271718	K14314
Ssiderea241504	K03654
Ssiderea236925	K04224
Ssiderea229444	K17418
Ssiderea247567	K13649
Ssiderea250889	K14616
Ssiderea232082	K09083
Ssiderea223623	K03320
Ssiderea261788	K09428
Ssiderea266548	K24436
Ssiderea251380	K01880
Ssiderea260977	K09428
Ssiderea259903	K00488
Ssiderea250371	K10661
Ssiderea510650	K02936
Ssiderea251312	K24469
Ssiderea554529	K04135
Ssiderea449718	K04950
Ssiderea247115	K19951
Ssiderea165326	K05194
Ssiderea269037	K16573
Ssiderea264023	K05750
Ssiderea251874	K12480
Ssiderea173985	K02528
Ssiderea250107	K22860
Ssiderea243545	K01693
Ssiderea252949	K04863
Ssiderea266537	K04428
Ssiderea253091	K24835
Ssiderea191219	K10408
Ssiderea235687	K17539
Ssiderea255643	K25700
Ssiderea255452	K04416
Ssiderea256658	K24746
Ssiderea267870	K14861
Ssiderea248547	K17341
Ssiderea256947	K14008
Ssiderea253633	K12667
Ssiderea258987	K04142
Ssiderea251276	K15259
Ssiderea270634	K20703
Ssiderea266122	K06278
Ssiderea263014	K14445
Ssiderea263204	K00060
Ssiderea261250	K03231
Ssiderea256875	K03130
Ssiderea252234	K01255
Ssiderea265475	K13110
Ssiderea237790	K01324
Ssiderea249624	K18703
Ssiderea207713	K05850
Ssiderea245330	K24426
Ssiderea223052	K25795
Ssiderea226279	K11492
Ssiderea265154	K02602
Ssiderea269191	K03267
Ssiderea241232	K09069
Ssiderea248040	K09848
Ssiderea241712	K12350
Ssiderea514021	K16495
Ssiderea213225	K11254
Ssiderea239857	K12035
Ssiderea239533	K23901
Ssiderea237279	K10777
Ssiderea232789	K14558
Ssiderea260670	K07369
Ssiderea204384	K10408
Ssiderea263769	K06272
Ssiderea227611	K03899
Ssiderea193238	K01363
Ssiderea388882	K02989
Ssiderea225606	K02183
Ssiderea224889	K25893
Ssiderea222994	K18079
Ssiderea268497	K14312
Ssiderea256701	K12417
Ssiderea255605	K10582
Ssiderea508818	K17920
Ssiderea260748	K03106
Ssiderea269528	K19601
Ssiderea426669	K08573
Ssiderea222590	K23490
Ssiderea253132	K06834
Ssiderea224945	K11590
Ssiderea255757	K22560
Ssiderea10341	K03178
Ssiderea248294	K23969
Ssiderea258017	K06265
Ssiderea248247	K10359
Ssiderea267973	K16725
Ssiderea251981	K20704
Ssiderea237087	K24762
Ssiderea250440	K20726
Ssiderea252145	K03307
Ssiderea263347	K07497
Ssiderea203670	K09632
Ssiderea247459	K24348
Ssiderea236137	K15502
Ssiderea254142	K10478
Ssiderea269624	K04849
Ssiderea264761	K20071
Ssiderea334371	K01974
Ssiderea256544	K02731
Ssiderea260606	K04967
Ssiderea232514	K08588
Ssiderea8937	K21988
Ssiderea230283	K14688
Ssiderea264266	K19013
Ssiderea252316	K05110
Ssiderea244902	K01148
Ssiderea263672	K13173
Ssiderea253731	K14797
Ssiderea253182	K08187
Ssiderea222106	K02927
Ssiderea232860	K10454
Ssiderea246922	K12035
Ssiderea226087	K05673
Ssiderea146267	K01394
Ssiderea228882	K03231
Ssiderea264127	K20178
Ssiderea308015	K00907
Ssiderea257814	K01908
Ssiderea14902	K04144
Ssiderea253475	K01640
Ssiderea82564	K10408
Ssiderea235184	K01672
Ssiderea245733	K15201
Ssiderea267159	K06825
Ssiderea263251	K08267
Ssiderea239681	K22380
Ssiderea267665	K07497
Ssiderea258135	K02959
Ssiderea242755	K00264
Ssiderea250750	K00681
Ssiderea264134	K10443
Ssiderea241035	K10260
Ssiderea259168	K13525
Ssiderea238982	K10264
Ssiderea223977	K17278
Ssiderea269578	K01530
Ssiderea246772	K14388
Ssiderea351693	K02132
Ssiderea263588	K10260
Ssiderea268408	K01135
Ssiderea229615	K04603
Ssiderea271686	K12026
Ssiderea456879	K01021
Ssiderea241690	K10407
Ssiderea209490	K19006
Ssiderea247808	K06082
Ssiderea257251	K03842
Ssiderea267224	K07497
Ssiderea248104	K07752
Ssiderea253083	K05758
Ssiderea252693	K04498
Ssiderea239390	K13161
Ssiderea139054	K02132
Ssiderea264589	K25461
Ssiderea461072	K03234
Ssiderea257588	K12373
Ssiderea409559	K21413
Ssiderea253609	K20369
Ssiderea230159	K06721
Ssiderea267699	K23958
Ssiderea251456	K08469
Ssiderea262842	K09382
Ssiderea271261	K25168
Ssiderea264218	K04849
Ssiderea259462	K10293
Ssiderea298997	K03234
Ssiderea349733	K11852
Ssiderea259314	K02975
Ssiderea261889	K20796
Ssiderea256141	K02147
Ssiderea266257	K24517
Ssiderea255833	K17680
Ssiderea254844	K04534
Ssiderea256017	K17571
Ssiderea254210	K05665
Ssiderea253679	K19367
Ssiderea248461	K14389
Ssiderea213602	K03574
Ssiderea269102	K22754
Ssiderea254196	K14322
Ssiderea257468	K12495
Ssiderea240257	K10770
Ssiderea225164	K04097
Ssiderea251933	K24734
Ssiderea247426	K15122
Ssiderea264703	K04239
Ssiderea241039	K03990
Ssiderea247714	K11247
Ssiderea247127	K23924
Ssiderea221526	K08621
Ssiderea242084	K04511
Ssiderea264675	K04592
Ssiderea247222	K20779
Ssiderea230334	K15030
Ssiderea254874	K10380
Ssiderea265714	K00747
Ssiderea261038	K10409
Ssiderea241582	K12389
Ssiderea64867	K13203
Ssiderea238340	K23439
Ssiderea230876	K08711
Ssiderea240596	K00008
Ssiderea3045	K10586
Ssiderea269820	K10636
Ssiderea212530	K20404
Ssiderea209999	K07497
Ssiderea220081	K05181
Ssiderea270151	K06972
Ssiderea248633	K20092
Ssiderea251430	K10807
Ssiderea262505	K10891
Ssiderea270977	K10408
Ssiderea255204	K00774
Ssiderea254515	K05126
Ssiderea232378	K11806
Ssiderea232310	K20072
Ssiderea262140	K17541
Ssiderea218148	K05692
Ssiderea262581	K10645
Ssiderea225019	K09131
Ssiderea229582	K08892
Ssiderea253708	K11824
Ssiderea243294	K05592
Ssiderea265677	K15104
Ssiderea172908	K04657
Ssiderea257988	K12035
Ssiderea255387	K25112
Ssiderea247239	K07910
Ssiderea235843	K19914
Ssiderea256093	K10742
Ssiderea252701	K01102
Ssiderea242829	K00387
Ssiderea221979	K09848
Ssiderea203407	K14753
Ssiderea174390	K02324
Ssiderea259840	K02876
Ssiderea224198	K22614
Ssiderea222317	K15131
Ssiderea204888	K05360
Ssiderea269232	K17493
Ssiderea245519	K04353
Ssiderea227984	K03011
Ssiderea256189	K10450
Ssiderea463782	K06095
Ssiderea216242	K12815
Ssiderea243560	K08211
Ssiderea244995	K11982
Ssiderea144456	K01135
Ssiderea240513	K01053
Ssiderea240918	K13696
Ssiderea233909	K16588
Ssiderea221726	K24936
Ssiderea256213	K16669
Ssiderea209798	K22754
Ssiderea262815	K20705
Ssiderea261977	K08764
Ssiderea267253	K01206
Ssiderea270724	K01966
Ssiderea267344	K16809
Ssiderea253388	K24543
Ssiderea249709	K09048
Ssiderea192086	K10994
Ssiderea252357	K05129
Ssiderea270587	K25392
Ssiderea255533	K18261
Ssiderea262600	K10260
Ssiderea256697	K17307
Ssiderea265851	K18408
Ssiderea255784	K14388
Ssiderea267875	K12559
Ssiderea246228	K12562
Ssiderea234952	K17890
Ssiderea266955	K17592
Ssiderea215852	K07497
Ssiderea229204	K00505
Ssiderea255337	K18740
Ssiderea242425	K24936
Ssiderea270071	K05398
Ssiderea229738	K23961
Ssiderea191550	K07762
Ssiderea261719	K11653
Ssiderea270762	K12132
Ssiderea264529	K10610
Ssiderea230549	K05181
Ssiderea269632	K03440
Ssiderea263695	K11206
Ssiderea225228	K24038
Ssiderea269490	K07441
Ssiderea550951	K04606
Ssiderea230883	K20002
Ssiderea260760	K20318
Ssiderea258020	K15259
Ssiderea270421	K06564
Ssiderea260581	K00006
Ssiderea233197	K14157
Ssiderea263070	K00548
Ssiderea228498	K24734
Ssiderea266844	K01691
Ssiderea241219	K01672
Ssiderea254781	K21595
Ssiderea249192	K12485
Ssiderea278194	K19496
Ssiderea147014	K08883
Ssiderea258357	K17341
Ssiderea265523	K01047
Ssiderea252801	K21771
Ssiderea256510	K14830
Ssiderea209142	K00344
Ssiderea256550	K00831
Ssiderea226490	K10687
Ssiderea246284	K17618
Ssiderea253896	K01192
Ssiderea198108	K04150
Ssiderea264849	K00106
Ssiderea247860	K22991
Ssiderea227207	K17264
Ssiderea266414	K05661
Ssiderea218528	K23456
Ssiderea261090	K14409
Ssiderea238171	K21245
Ssiderea240199	K07440
Ssiderea213933	K07376
Ssiderea269521	K01411
Ssiderea177671	K01112
Ssiderea192676	K10606
Ssiderea225453	K13141
Ssiderea43958	K10408
Ssiderea192740	K06180
Ssiderea263520	K25165
Ssiderea268420	K01324
Ssiderea267039	K09291
Ssiderea440422	K13148
Ssiderea254350	K07442
Ssiderea242127	K13912
Ssiderea249434	K06645
Ssiderea220857	K02168
Ssiderea219077	K05181
Ssiderea267018	K11854
Ssiderea238118	K04043
Ssiderea514599	K04357
Ssiderea264186	K03131
Ssiderea223525	K01444
Ssiderea271010	K01951
Ssiderea258655	K13103
Ssiderea259184	K23413
Ssiderea219213	K02981
Ssiderea263498	K08796
Ssiderea300145	K08465
Ssiderea253163	K00164
Ssiderea268386	K13861
Ssiderea270581	K04981
Ssiderea266721	K11426
Ssiderea156205	K00264
Ssiderea251204	K01020
Ssiderea264446	K25769
Ssiderea237862	K20705
Ssiderea253535	K05502
Ssiderea261809	K02374
Ssiderea269152	K24524
Ssiderea255097	K11141
Ssiderea259951	K09699
Ssiderea235463	K04550
Ssiderea246904	K24519
Ssiderea420609	K16669
Ssiderea562150	K10408
Ssiderea193567	K21121
Ssiderea243943	K09564
Ssiderea244786	K18733
Ssiderea254187	K11251
Ssiderea250092	K09624
Ssiderea232246	K06721
Ssiderea262038	K10359
Ssiderea220158	K14347
Ssiderea233677	K10262
Ssiderea255976	K08624
Ssiderea260264	K26089
Ssiderea271851	K00214
Ssiderea158024	K17341
Ssiderea263417	K23542
Ssiderea248824	K02184
Ssiderea226105	K08794
Ssiderea258172	K03781
Ssiderea258940	K20298
Ssiderea245693	K17606
Ssiderea197757	K08132
Ssiderea247041	K16449
Ssiderea203566	K06776
Ssiderea269277	K12311
Ssiderea268106	K07497
Ssiderea249022	K24215
Ssiderea263273	K19371
Ssiderea246680	K01254
Ssiderea220314	K14326
Ssiderea163547	K13113
Ssiderea247387	K13698
Ssiderea265090	K08187
Ssiderea191854	K00312
Ssiderea270868	K20283
Ssiderea220171	K02098
Ssiderea236010	K16687
Ssiderea223664	K01126
Ssiderea269586	K02295
Ssiderea252577	K14168
Ssiderea254848	K14008
Ssiderea253770	K03217
Ssiderea210725	K11791
Ssiderea268183	K07497
Ssiderea261394	K25806
Ssiderea251501	K15621
Ssiderea252610	K10696
Ssiderea260328	K16531
Ssiderea264378	K05673
Ssiderea256013	K03885
Ssiderea260612	K05015
Ssiderea266710	K19676
Ssiderea265346	K03654
Ssiderea247314	K01895
Ssiderea233287	K00901
Ssiderea260033	K01053
Ssiderea250828	K11150
Ssiderea259088	K00469
Ssiderea354611	K07497
Ssiderea215097	K04601
Ssiderea247685	K08202
Ssiderea461186	K04079
Ssiderea263311	K10595
Ssiderea35547	K12812
Ssiderea228446	K09422
Ssiderea251998	K10884
Ssiderea93332	K15338
Ssiderea259998	K23961
Ssiderea264214	K04984
Ssiderea348089	K14544
Ssiderea247123	K14005
Ssiderea237263	K21863
Ssiderea233405	K22790
Ssiderea259301	K21644
Ssiderea259154	K02602
Ssiderea229145	K05093
Ssiderea237822	K14689
Ssiderea266814	K15259
Ssiderea252120	K14938
Ssiderea210438	K02987
Ssiderea217926	K04554
Ssiderea227760	K04659
Ssiderea229792	K01135
Ssiderea270529	K07204
Ssiderea256924	K05125
Ssiderea261419	K08184
Ssiderea267466	K14258
Ssiderea175742	K04628
Ssiderea251279	K12385
Ssiderea253671	K17700
Ssiderea165790	K15046
Ssiderea256847	K19022
Ssiderea265530	K18274
Ssiderea258122	K01565
Ssiderea248711	K09537
Ssiderea236794	K22790
Ssiderea263352	K21635
Ssiderea262515	K18405
Ssiderea270004	K10478
Ssiderea261218	K13208
Ssiderea246852	K05695
Ssiderea239132	K19899
Ssiderea211711	K22754
Ssiderea267772	K04628
Ssiderea230856	K16289
Ssiderea234059	K18405
Ssiderea257340	K02728
Ssiderea232848	K11163
Ssiderea255550	K08375
Ssiderea249768	K17592
Ssiderea238387	K01253
Ssiderea214155	K13412
Ssiderea236460	K02872
Ssiderea257135	K10446
Ssiderea147149	K17266
Ssiderea257356	K04649
Ssiderea247114	K00232
Ssiderea347226	K10423
Ssiderea262846	K17533
Ssiderea256222	K24740
Ssiderea118859	K00106
Ssiderea167407	K10408
Ssiderea239011	K25727
Ssiderea249911	K19195
Ssiderea266901	K03255
Ssiderea224416	K10408
Ssiderea238374	K10178
Ssiderea223855	K03685
Ssiderea236116	K16742
Ssiderea254424	K05751
Ssiderea269700	K01349
Ssiderea235838	K09569
Ssiderea226984	K10380
Ssiderea264169	K14328
Ssiderea270666	K06545
Ssiderea164322	K15261
Ssiderea248654	K12655
Ssiderea265767	K15029
Ssiderea218958	K04266
Ssiderea269514	K13748
Ssiderea229547	K00710
Ssiderea209952	K09331
Ssiderea243887	K17428
Ssiderea248070	K01661
Ssiderea254191	K12817
Ssiderea257724	K17605
Ssiderea233814	K11304
Ssiderea218747	K04345
Ssiderea254115	K00591
Ssiderea568703	K04615
Ssiderea221430	K05665
Ssiderea247639	K02989
Ssiderea236072	K02219
Ssiderea265201	K17918
Ssiderea243217	K10335
Ssiderea574831	K00164
Ssiderea236920	K00163
Ssiderea213653	K02893
Ssiderea191556	K14772
Ssiderea260089	K25818
Ssiderea243807	K10576
Ssiderea270312	K01637
Ssiderea265149	K08105
Ssiderea264988	K19671
Ssiderea256893	K11157
Ssiderea252199	K09667
Ssiderea257797	K00088
Ssiderea263009	K13356
Ssiderea265361	K10611
Ssiderea262799	K04946
Ssiderea261840	K01415
Ssiderea146497	K06841
Ssiderea235947	K11757
Ssiderea253642	K06255
Ssiderea262249	K02540
Ssiderea559300	K05673
Ssiderea248697	K11725
Ssiderea161080	K11728
Ssiderea255318	K20102
Ssiderea245152	K00949
Ssiderea487341	K08738
Ssiderea230646	K05399
Ssiderea238966	K08960
Ssiderea221266	K04606
Ssiderea270828	K10699
Ssiderea113794	K04043
Ssiderea213715	K02991
Ssiderea204876	K01298
Ssiderea281523	K09048
Ssiderea247507	K14315
Ssiderea239743	K10249
