Ssiderea243376	K05681
Ssiderea242799	K20302
Ssiderea258654	K19904
Ssiderea93689	K12460
Ssiderea261251	K14805
Ssiderea263583	K05126
Ssiderea250182	K06711
Ssiderea248743	K11339
Ssiderea197422	K09453
Ssiderea233493	K10268
Ssiderea261189	K10478
Ssiderea256074	K25004
Ssiderea256964	K23732
Ssiderea233741	K22383
Ssiderea215243	K17943
Ssiderea243822	K03267
Ssiderea250965	K10595
Ssiderea258068	K10393
Ssiderea257162	K24104
Ssiderea254399	K25166
Ssiderea250357	K04874
Ssiderea261438	K00758
Ssiderea54674	K13979
Ssiderea337170	K10408
Ssiderea236697	K01053
Ssiderea259227	K19323
Ssiderea261449	K16760
Ssiderea262137	K05695
Ssiderea255055	K25616
Ssiderea445529	K10380
Ssiderea237230	K09560
Ssiderea321803	K02998
Ssiderea234353	K11267
Ssiderea248284	K00383
Ssiderea254673	K08637
Ssiderea257617	K10408
Ssiderea235834	K05750
Ssiderea387798	K04043
Ssiderea221743	K23690
Ssiderea262284	K14772
Ssiderea153331	K09503
Ssiderea298986	K08664
Ssiderea245352	K04984
Ssiderea229575	K00408
Ssiderea206997	K16685
Ssiderea209500	K11125
Ssiderea251004	K14439
Ssiderea311633	K04554
Ssiderea252056	K14072
Ssiderea259052	K16461
Ssiderea245757	K03374
Ssiderea250414	K04852
Ssiderea246269	K08134
Ssiderea237736	K11274
Ssiderea237110	K00249
Ssiderea250023	K15186
Ssiderea261160	K10799
Ssiderea262773	K04598
Ssiderea262424	K17554
Ssiderea254339	K10746
Ssiderea262760	K04988
Ssiderea298248	K00058
Ssiderea255165	K06238
Ssiderea239023	K17691
Ssiderea234276	K08810
Ssiderea212744	K02602
Ssiderea263149	K16803
Ssiderea240625	K23330
Ssiderea209178	K14439
Ssiderea248425	K03097
Ssiderea235054	K22522
Ssiderea235081	K18168
Ssiderea256200	K13185
Ssiderea256240	K15616
Ssiderea249440	K00717
Ssiderea240760	K03027
Ssiderea260035	K14753
Ssiderea235749	K19201
Ssiderea196509	K21121
Ssiderea252557	K06265
Ssiderea263035	K16669
Ssiderea258207	K00544
Ssiderea257686	K10158
Ssiderea240229	K02641
Ssiderea253240	K23731
Ssiderea225082	K08816
Ssiderea247351	K00847
Ssiderea248333	K16329
Ssiderea261227	K16309
Ssiderea251512	K05039
Ssiderea258614	K01890
Ssiderea255111	K13278
Ssiderea262669	K05751
Ssiderea249961	K20407
Ssiderea228934	K04967
Ssiderea248380	K08375
Ssiderea243324	K18622
Ssiderea181626	K03849
Ssiderea250070	K14191
Ssiderea258960	K23387
Ssiderea261928	K07200
Ssiderea251364	K11791
Ssiderea261744	K16533
Ssiderea249786	K24723
Ssiderea225883	K00616
Ssiderea250189	K00665
Ssiderea181962	K12272
Ssiderea255752	K24991
Ssiderea255675	K10684
Ssiderea255844	K15014
Ssiderea240273	K12816
Ssiderea263749	K18422
Ssiderea261047	K19656
Ssiderea251695	K05849
Ssiderea253811	K00008
Ssiderea246589	K25742
Ssiderea235288	K16541
Ssiderea253799	K24941
Ssiderea261284	K04239
Ssiderea259132	K24936
Ssiderea240416	K00767
Ssiderea249780	K08486
Ssiderea261567	K06675
Ssiderea258096	K16586
Ssiderea255740	K17964
Ssiderea263164	K07497
Ssiderea249216	K24369
Ssiderea208241	K10457
Ssiderea257156	K18419
Ssiderea120177	K04967
Ssiderea416266	K16743
Ssiderea240072	K17689
Ssiderea236428	K14998
Ssiderea405672	K12182
Ssiderea250432	K04892
Ssiderea239124	K21440
Ssiderea258187	K24628
Ssiderea247731	K03462
Ssiderea258146	K08187
Ssiderea233444	K10980
Ssiderea259663	K25226
Ssiderea243087	K00817
Ssiderea86115	K24468
Ssiderea245007	K14295
Ssiderea252371	K06711
Ssiderea260066	K07870
Ssiderea204969	K09632
Ssiderea480271	K06269
Ssiderea259576	K13855
Ssiderea246124	K03231
Ssiderea223418	K08497
Ssiderea217820	K10408
Ssiderea279747	K02639
Ssiderea262885	K14942
Ssiderea160894	K12302
Ssiderea258768	K02731
Ssiderea259456	K00771
Ssiderea247885	K20473
Ssiderea237776	K16578
Ssiderea261873	K00549
Ssiderea239967	K24835
Ssiderea251479	K03144
Ssiderea257610	K18681
Ssiderea228294	K00809
Ssiderea258230	K06030
Ssiderea262008	K04552
Ssiderea247777	K11853
Ssiderea223409	K24688
Ssiderea239762	K07998
Ssiderea252304	K01519
Ssiderea257530	K06047
Ssiderea29090	K10268
Ssiderea330479	K25646
Ssiderea235272	K00600
Ssiderea233382	K00314
Ssiderea213435	K05732
Ssiderea217271	K04203
Ssiderea241332	K12474
Ssiderea220802	K09608
Ssiderea244314	K19788
Ssiderea251341	K00827
Ssiderea235300	K24427
Ssiderea246663	K12485
Ssiderea357708	K04615
Ssiderea261446	K17458
Ssiderea257268	K04439
Ssiderea261497	K01787
Ssiderea331913	K02030
Ssiderea257509	K15259
Ssiderea251650	K19326
Ssiderea118924	K25396
Ssiderea232041	K24469
Ssiderea233006	K03440
Ssiderea257222	K24024
Ssiderea263604	K05011
Ssiderea242192	K01228
Ssiderea260926	K08465
Ssiderea239613	K19584
Ssiderea259424	K04463
Ssiderea244926	K10586
Ssiderea156302	K24468
Ssiderea238068	K08132
Ssiderea261737	K23091
Ssiderea256046	K08375
Ssiderea255718	K26169
Ssiderea250332	K10649
Ssiderea223608	K24785
Ssiderea349442	K05312
Ssiderea254867	K15712
Ssiderea228773	K01068
Ssiderea246509	K08855
Ssiderea254659	K01754
Ssiderea244516	K15717
Ssiderea142709	K04253
Ssiderea241078	K20800
Ssiderea230853	K15290
Ssiderea235217	K00714
Ssiderea259090	K10899
Ssiderea46787	K05681
Ssiderea257956	K09305
Ssiderea244015	K00485
Ssiderea255730	K10478
Ssiderea216449	K10408
Ssiderea249842	K03211
Ssiderea258553	K08292
Ssiderea254041	K04231
Ssiderea261645	K08618
Ssiderea258076	K24734
Ssiderea399153	K06795
Ssiderea248457	K01322
Ssiderea261361	K01349
Ssiderea259708	K01324
Ssiderea244141	K00967
Ssiderea242202	K05759
Ssiderea257769	K04646
Ssiderea297801	K10407
Ssiderea242022	K02896
Ssiderea244183	K15015
Ssiderea60272	K01769
Ssiderea253400	K24680
Ssiderea225770	K10408
Ssiderea218507	K20995
Ssiderea254525	K09657
Ssiderea257939	K10055
Ssiderea256061	K02842
Ssiderea254952	K18086
Ssiderea252851	K16938
Ssiderea260790	K04521
Ssiderea254663	K08798
Ssiderea245763	K23222
Ssiderea237088	K13499
Ssiderea11079	K23949
Ssiderea259230	K10799
Ssiderea263084	K18263
Ssiderea255927	K25048
Ssiderea259817	K17689
Ssiderea261351	K16768
Ssiderea237078	K19882
Ssiderea240742	K12863
Ssiderea217736	K04794
Ssiderea259971	K01530
Ssiderea238250	K01077
Ssiderea250046	K08574
Ssiderea242776	K08967
Ssiderea170472	K09067
Ssiderea256326	K08803
Ssiderea238254	K04887
Ssiderea230597	K11170
Ssiderea255549	K01456
Ssiderea241943	K09637
Ssiderea164234	K10646
Ssiderea244161	K08375
Ssiderea261712	K05673
Ssiderea53702	K23286
Ssiderea257440	K25450
Ssiderea244169	K07855
Ssiderea245598	K21916
Ssiderea232914	K04569
Ssiderea230241	K02889
Ssiderea258846	K09662
Ssiderea261818	K13342
Ssiderea221749	K00545
Ssiderea232712	K13190
Ssiderea262011	K04679
Ssiderea256513	K20100
Ssiderea252155	K25207
Ssiderea189367	K04834
Ssiderea102599	K04988
Ssiderea24004	K24964
Ssiderea250561	K05286
Ssiderea239015	K03131
Ssiderea223137	K00059
Ssiderea248379	K18399
Ssiderea217604	K01251
Ssiderea262676	K11505
Ssiderea260259	K00810
Ssiderea259885	K10446
Ssiderea252183	K00306
Ssiderea235460	K05657
Ssiderea262708	K18439
Ssiderea262065	K11447
Ssiderea209979	K16726
Ssiderea244771	K11807
Ssiderea227848	K05756
Ssiderea234695	K14167
Ssiderea203169	K24386
Ssiderea260107	K02605
Ssiderea249665	K26167
Ssiderea316744	K09227
Ssiderea246758	K00681
Ssiderea234818	K04456
Ssiderea7722	K03654
Ssiderea164286	K03936
Ssiderea223171	K09637
Ssiderea255214	K23919
Ssiderea254164	K12405
Ssiderea225267	K11291
Ssiderea122264	K05389
Ssiderea243826	K11416
Ssiderea151116	K01915
Ssiderea263688	K05110
Ssiderea127283	K08132
Ssiderea260646	K02685
Ssiderea224667	K23450
Ssiderea263652	K01301
Ssiderea226165	K05181
Ssiderea256802	K04984
Ssiderea250177	K25168
Ssiderea232530	K24431
Ssiderea209279	K25458
Ssiderea256996	K09228
Ssiderea162108	K26101
Ssiderea200630	K23398
Ssiderea249116	K06240
Ssiderea256670	K10408
Ssiderea254101	K09646
Ssiderea250396	K10296
Ssiderea199191	K07936
Ssiderea258276	K03447
Ssiderea231786	K10592
Ssiderea263810	K23342
Ssiderea249762	K19491
Ssiderea261246	K07880
Ssiderea237590	K06711
Ssiderea241609	K20178
Ssiderea251408	K26152
Ssiderea256315	K01805
Ssiderea250554	K01724
Ssiderea227822	K04255
Ssiderea44750	K07937
Ssiderea238724	K18055
Ssiderea253870	K23222
Ssiderea208860	K13302
Ssiderea199561	K24971
Ssiderea262720	K14521
Ssiderea256165	K19029
Ssiderea237423	K24006
Ssiderea252101	K15025
Ssiderea255798	K14768
Ssiderea181079	K19907
Ssiderea252656	K24173
Ssiderea247836	K20299
Ssiderea251587	K01265
Ssiderea224226	K10446
Ssiderea239234	K15026
Ssiderea240453	K25548
Ssiderea261066	K24469
Ssiderea256588	K11842
Ssiderea251671	K24936
Ssiderea249998	K24261
Ssiderea255192	K18438
Ssiderea256791	K12627
Ssiderea254796	K03654
Ssiderea252519	K21412
Ssiderea260976	K10908
Ssiderea244487	K23518
Ssiderea259333	K04600
Ssiderea216379	K22991
Ssiderea247551	K00472
Ssiderea254711	K08957
Ssiderea252717	K05126
Ssiderea252691	K13152
Ssiderea258700	K04437
Ssiderea258242	K18595
Ssiderea262046	K00627
Ssiderea209054	K00476
Ssiderea260155	K12386
Ssiderea263445	K09382
Ssiderea250057	K08843
Ssiderea107961	K24427
Ssiderea257371	K18047
Ssiderea252962	K22565
Ssiderea257442	K07767
Ssiderea252958	K14072
Ssiderea245149	K06111
Ssiderea257327	K24335
Ssiderea249506	K04950
Ssiderea234430	K00387
Ssiderea244598	K15162
Ssiderea261436	K22558
Ssiderea263819	K18274
Ssiderea247810	K07855
Ssiderea182377	K01310
Ssiderea254654	K05677
Ssiderea259470	K16913
Ssiderea254132	K12392
Ssiderea263006	K05665
Ssiderea255565	K23294
Ssiderea186346	K16219
Ssiderea259324	K15284
Ssiderea254363	K25548
Ssiderea196573	K05175
Ssiderea258475	K05695
Ssiderea243392	K03679
Ssiderea254100	K16484
Ssiderea259055	K04805
Ssiderea234941	K09381
Ssiderea169542	K15272
Ssiderea248600	K24483
Ssiderea234366	K17256
Ssiderea320303	K12442
Ssiderea259988	K18183
Ssiderea256808	K18283
Ssiderea228435	K17108
Ssiderea261844	K24260
Ssiderea256905	K06236
Ssiderea252784	K05956
Ssiderea230736	K15297
Ssiderea259810	K01303
Ssiderea61305	K02137
Ssiderea234205	K05668
Ssiderea249657	K11651
Ssiderea262145	K00922
Ssiderea96068	K11816
Ssiderea368188	K03234
Ssiderea260466	K13624
Ssiderea19661	K11481
Ssiderea262449	K06813
Ssiderea379086	K00940
Ssiderea180610	K24431
Ssiderea326301	K22390
Ssiderea262543	K19674
Ssiderea260730	K24682
Ssiderea254818	K03106
Ssiderea245822	K10606
Ssiderea230788	K16733
Ssiderea89850	K04919
Ssiderea259276	K05094
Ssiderea221787	K10901
Ssiderea260864	K08582
Ssiderea248907	K20183
Ssiderea259417	K15620
Ssiderea237011	K13578
Ssiderea248299	K24758
Ssiderea255934	K09332
Ssiderea260967	K10645
Ssiderea252959	K07752
Ssiderea189002	K10421
Ssiderea238191	K04145
Ssiderea262540	K10844
Ssiderea255705	K19327
Ssiderea236317	K03691
Ssiderea236333	K14319
Ssiderea258075	K23883
Ssiderea261131	K00106
Ssiderea258324	K01110
Ssiderea260722	K06704
Ssiderea237079	K04802
Ssiderea259350	K24751
Ssiderea237769	K01803
Ssiderea243794	K08794
Ssiderea326318	K04809
Ssiderea261096	K22754
Ssiderea256976	K12867
Ssiderea262422	K06276
Ssiderea182852	K03283
Ssiderea124600	K24070
Ssiderea254688	K00738
Ssiderea262538	K24810
Ssiderea215954	K05181
Ssiderea226787	K01200
Ssiderea253605	K04144
Ssiderea236572	K16777
Ssiderea250914	K10153
Ssiderea212555	K13304
Ssiderea254828	K10289
Ssiderea201620	K02732
Ssiderea260759	K14833
Ssiderea232600	K09442
Ssiderea260450	K14403
Ssiderea241211	K10335
Ssiderea232481	K02925
Ssiderea184542	K11305
Ssiderea242182	K14302
Ssiderea254852	K08187
Ssiderea252716	K04202
Ssiderea246769	K20307
Ssiderea259309	K00128
Ssiderea263400	K17458
Ssiderea247715	K24298
Ssiderea159690	K19511
Ssiderea202461	K12600
Ssiderea243582	K23313
Ssiderea259648	K03438
Ssiderea256923	K05954
Ssiderea259812	K08867
Ssiderea227032	K02677
Ssiderea240290	K11344
Ssiderea260404	K23439
Ssiderea258966	K01278
Ssiderea252985	K08856
Ssiderea257158	K13047
Ssiderea205283	K04515
Ssiderea258583	K17918
Ssiderea258470	K14288
Ssiderea254083	K04077
Ssiderea261184	K06709
Ssiderea263287	K07497
Ssiderea259896	K14834
Ssiderea217702	K19873
Ssiderea242798	K01077
Ssiderea257021	K08673
Ssiderea260682	K11323
Ssiderea249361	K21052
Ssiderea243253	K03857
Ssiderea259686	K04429
Ssiderea262526	K06792
Ssiderea262017	K09516
Ssiderea255043	K12035
Ssiderea230526	K24387
Ssiderea210248	K17570
Ssiderea243983	K08869
Ssiderea246659	K04397
Ssiderea260589	K05330
Ssiderea254562	K05668
Ssiderea246559	K04609
Ssiderea232585	K11307
Ssiderea262987	K12478
Ssiderea253943	K00021
Ssiderea242657	K19907
Ssiderea254522	K24936
Ssiderea262030	K20123
Ssiderea200093	K08343
Ssiderea263302	K07497
Ssiderea259008	K11989
Ssiderea231946	K24835
Ssiderea260457	K05673
Ssiderea230418	K03860
Ssiderea239282	K17834
Ssiderea252161	K04612
Ssiderea32063	K22859
Ssiderea168670	K04349
Ssiderea252409	K11849
Ssiderea262504	K11547
Ssiderea262049	K20909
Ssiderea217289	K06560
Ssiderea236601	K10277
Ssiderea246339	K19878
Ssiderea249907	K16506
Ssiderea245023	K14765
Ssiderea250670	K23935
Ssiderea258973	K03979
Ssiderea251663	K13866
Ssiderea89516	K24627
Ssiderea31216	K11137
Ssiderea246358	K14795
Ssiderea233689	K08574
Ssiderea255083	K24387
Ssiderea226983	K11790
Ssiderea240783	K02899
Ssiderea259455	K15633
Ssiderea187148	K11375
Ssiderea259835	K09586
Ssiderea242340	K19009
Ssiderea238957	K10641
Ssiderea252830	K06072
Ssiderea227850	K20820
Ssiderea249281	K10477
Ssiderea240148	K08171
Ssiderea260582	K01206
Ssiderea240724	K04150
Ssiderea259397	K07952
Ssiderea247614	K12481
Ssiderea199680	K11426
Ssiderea228740	K22790
Ssiderea258484	K08292
Ssiderea262141	K03654
Ssiderea262222	K10728
Ssiderea260783	K23425
Ssiderea254055	K23424
Ssiderea210290	K16544
Ssiderea261009	K07364
Ssiderea241269	K13611
Ssiderea259713	K16550
Ssiderea254839	K08745
Ssiderea242667	K26141
Ssiderea243712	K12460
Ssiderea158685	K08187
Ssiderea254581	K07918
Ssiderea245342	K10277
Ssiderea262472	K03845
Ssiderea247212	K14837
Ssiderea236944	K06255
Ssiderea254022	K01349
Ssiderea255834	K24170
Ssiderea252514	K08621
Ssiderea219146	K10597
Ssiderea245033	K04512
Ssiderea231111	K00121
Ssiderea229573	K03233
Ssiderea230331	K10274
Ssiderea231419	K25092
Ssiderea257782	K26165
Ssiderea256260	K18668
Ssiderea239546	K24734
Ssiderea240554	K22745
Ssiderea236232	K03654
Ssiderea259210	K03686
Ssiderea257064	K08059
Ssiderea246215	K23847
Ssiderea80108	K03899
Ssiderea259790	K23970
Ssiderea238224	K19024
Ssiderea299247	K13179
Ssiderea113955	K15258
Ssiderea250131	K06711
Ssiderea235824	K08736
Ssiderea183517	K02599
Ssiderea237511	K16342
Ssiderea241773	K03032
Ssiderea243491	K10420
Ssiderea236419	K01061
Ssiderea263506	K04978
Ssiderea254570	K05948
Ssiderea204440	K19001
Ssiderea251266	K05220
Ssiderea191908	K00342
Ssiderea261575	K17914
Ssiderea249475	K06316
Ssiderea224489	K04459
Ssiderea238370	K01557
Ssiderea252909	K23437
Ssiderea242070	K08283
Ssiderea152744	K14443
Ssiderea261738	K07497
Ssiderea261976	K22525
Ssiderea231641	K17589
Ssiderea263648	K00214
Ssiderea260954	K07931
Ssiderea261815	K08596
Ssiderea256774	K14157
Ssiderea140640	K09634
Ssiderea251944	K11418
Ssiderea262431	K00058
Ssiderea263726	K03068
Ssiderea255489	K23222
Ssiderea248136	K00869
Ssiderea244680	K23735
Ssiderea256393	K07440
Ssiderea256332	K01870
Ssiderea241376	K00344
Ssiderea242711	K04459
Ssiderea69531	K03654
Ssiderea246760	K20304
Ssiderea249000	K05312
Ssiderea19652	K02997
Ssiderea263061	K03173
Ssiderea235722	K20365
Ssiderea239183	K17807
Ssiderea258857	K15201
Ssiderea261347	K09523
Ssiderea255233	K10426
Ssiderea232885	K11150
Ssiderea247466	K14209
Ssiderea257536	K17307
Ssiderea261569	K26125
Ssiderea254527	K15075
Ssiderea219008	K24895
Ssiderea243770	K06632
Ssiderea209803	K04739
Ssiderea253639	K00488
Ssiderea242500	K24006
Ssiderea242958	K05126
Ssiderea254491	K03111
Ssiderea233432	K01712
Ssiderea249635	K07375
Ssiderea247881	K01689
Ssiderea260807	K23610
Ssiderea239346	K11488
Ssiderea94505	K00652
Ssiderea243061	K14008
Ssiderea223899	K02030
Ssiderea242376	K20689
Ssiderea243425	K01558
Ssiderea176998	K06642
Ssiderea256662	K23009
Ssiderea254227	K00826
Ssiderea228527	K16779
Ssiderea258999	K06236
Ssiderea260378	K24610
Ssiderea260564	K13151
Ssiderea261912	K15013
Ssiderea259507	K09322
Ssiderea252760	K24015
Ssiderea238911	K09319
Ssiderea252786	K04984
Ssiderea245424	K01205
Ssiderea259597	K00940
Ssiderea245672	K08803
Ssiderea256594	K15108
Ssiderea390667	K02998
Ssiderea248566	K00444
Ssiderea255542	K12893
Ssiderea256946	K24029
Ssiderea341633	K05208
Ssiderea239258	K24748
Ssiderea377292	K09458
Ssiderea251613	K10408
Ssiderea253112	K06974
Ssiderea259665	K10397
Ssiderea236186	K25704
Ssiderea215771	K24744
Ssiderea186693	K18630
Ssiderea260130	K06777
Ssiderea322608	K02872
Ssiderea212635	K21917
Ssiderea206142	K00688
Ssiderea249801	K15710
Ssiderea230038	K04364
Ssiderea257871	K10610
Ssiderea260099	K00273
Ssiderea228495	K00306
Ssiderea260742	K16794
Ssiderea253895	K04142
Ssiderea237518	K08035
Ssiderea256237	K01276
Ssiderea262737	K19491
Ssiderea113006	K06176
Ssiderea248862	K17943
Ssiderea243537	K10244
Ssiderea206249	K15214
Ssiderea254918	K01896
Ssiderea250366	K03990
Ssiderea214351	K08582
Ssiderea259506	K12026
Ssiderea130507	K14459
Ssiderea236677	K05658
Ssiderea318303	K05658
Ssiderea258988	K04988
Ssiderea236102	K14292
Ssiderea246604	K00733
Ssiderea249770	K14213
Ssiderea249454	K04558
Ssiderea238029	K12818
Ssiderea244614	K19995
Ssiderea263654	K15683
Ssiderea242476	K14401
Ssiderea222168	K24431
Ssiderea249023	K12591
Ssiderea258777	K23570
Ssiderea255980	K24687
Ssiderea258277	K01763
Ssiderea259339	K01597
Ssiderea111882	K02126
Ssiderea42719	K01555
Ssiderea243177	K17700
Ssiderea260070	K01132
Ssiderea233060	K11089
Ssiderea120182	K10768
Ssiderea400671	K04885
Ssiderea227673	K03256
Ssiderea259924	K22182
Ssiderea249051	K04249
Ssiderea257166	K01056
Ssiderea254469	K13525
Ssiderea256138	K06795
Ssiderea251502	K07809
Ssiderea207863	K03234
Ssiderea256321	K10316
Ssiderea255451	K00266
Ssiderea150730	K01049
Ssiderea253634	K10642
Ssiderea369708	K04152
Ssiderea262161	K05129
Ssiderea249221	K24936
Ssiderea250551	K10567
Ssiderea193566	K10408
Ssiderea188736	K09048
Ssiderea208355	K25794
Ssiderea219156	K07432
Ssiderea251485	K15190
Ssiderea255593	K15137
Ssiderea261789	K11833
Ssiderea252058	K10343
Ssiderea262672	K03348
Ssiderea257730	K23802
Ssiderea258285	K02602
Ssiderea230308	K12169
Ssiderea256979	K03259
Ssiderea261205	K01872
Ssiderea262184	K05094
Ssiderea39642	K02730
Ssiderea230102	K19636
Ssiderea230172	K00544
Ssiderea248822	K12838
Ssiderea247874	K10380
Ssiderea245186	K04358
Ssiderea252025	K02877
Ssiderea222037	K05220
Ssiderea256087	K08865
Ssiderea247787	K14407
Ssiderea241277	K13093
Ssiderea337159	K07497
Ssiderea302241	K16457
Ssiderea337649	K18458
Ssiderea258130	K10871
Ssiderea261465	K24509
Ssiderea385594	K10955
Ssiderea242264	K12035
Ssiderea189634	K18398
Ssiderea180582	K07509
Ssiderea262696	K06642
Ssiderea99799	K05312
Ssiderea262818	K21415
Ssiderea261274	K15326
Ssiderea256453	K24839
Ssiderea217795	K09488
Ssiderea260013	K02866
Ssiderea229709	K11511
Ssiderea262658	K05220
Ssiderea253294	K00569
Ssiderea248768	K07497
Ssiderea254882	K15909
Ssiderea193130	K02978
Ssiderea225483	K07962
Ssiderea241663	K19682
Ssiderea254409	K09395
Ssiderea196172	K24822
Ssiderea254847	K24123
Ssiderea237367	K23041
Ssiderea226564	K26160
Ssiderea235620	K00993
Ssiderea222052	K24752
Ssiderea255277	K25216
Ssiderea214868	K17689
Ssiderea245053	K16532
Ssiderea257543	K22764
Ssiderea262821	K24498
Ssiderea252385	K10277
Ssiderea260528	K03671
Ssiderea246856	K01321
Ssiderea254025	K01092
Ssiderea249982	K10105
Ssiderea225797	K08378
Ssiderea255977	K18449
Ssiderea261003	K00461
Ssiderea29520	K03283
Ssiderea244197	K24747
Ssiderea245093	K06711
Ssiderea253120	K00804
Ssiderea228601	K14798
Ssiderea254104	K19513
Ssiderea59242	K24427
Ssiderea86599	K03377
Ssiderea257682	K04989
Ssiderea252767	K10408
Ssiderea242398	K05273
Ssiderea246616	K15141
Ssiderea249489	K11323
Ssiderea243644	K01897
Ssiderea320171	K16726
Ssiderea251927	K15109
Ssiderea259574	K18624
Ssiderea203954	K04135
Ssiderea241432	K10579
Ssiderea242763	K04153
Ssiderea253088	K14445
Ssiderea228149	K15272
Ssiderea247091	K00546
Ssiderea254097	K09228
Ssiderea257293	K24637
Ssiderea252172	K02030
Ssiderea249752	K26220
Ssiderea259412	K21988
Ssiderea216325	K06183
Ssiderea249586	K24420
Ssiderea257278	K16469
Ssiderea239513	K02863
Ssiderea258359	K08576
Ssiderea254983	K23368
Ssiderea239897	K16801
Ssiderea253784	K17426
Ssiderea227459	K01196
Ssiderea260994	K04612
Ssiderea259774	K18616
Ssiderea242309	K02375
Ssiderea354621	K10408
Ssiderea251370	K14313
Ssiderea304229	K01194
Ssiderea252915	K17360
Ssiderea246445	K14689
Ssiderea260109	K16060
Ssiderea254099	K24835
Ssiderea153877	K10380
Ssiderea88868	K03120
Ssiderea259418	K01019
Ssiderea255340	K00852
Ssiderea258753	K04969
Ssiderea258436	K02433
Ssiderea243312	K10637
Ssiderea245990	K19787
Ssiderea83298	K04345
Ssiderea251823	K01638
Ssiderea236733	K06841
Ssiderea263732	K24738
Ssiderea250611	K11663
Ssiderea246837	K17346
Ssiderea248045	K00432
Ssiderea232500	K08202
Ssiderea238274	K10646
Ssiderea245303	K04231
Ssiderea251603	K10088
Ssiderea256465	K19677
Ssiderea239755	K22188
Ssiderea260795	K04977
Ssiderea262874	K08171
Ssiderea258577	K16860
Ssiderea234608	K05048
Ssiderea257989	K15192
Ssiderea11311	K13753
Ssiderea212924	K13116
Ssiderea263195	K06252
Ssiderea251414	K13753
Ssiderea258934	K18734
Ssiderea134037	K09656
Ssiderea259542	K04600
Ssiderea60267	K10380
Ssiderea36943	K08764
Ssiderea234823	K01071
Ssiderea249872	K10143
Ssiderea253188	K09613
Ssiderea261654	K01968
Ssiderea199897	K05034
Ssiderea250085	K21765
Ssiderea230149	K23028
Ssiderea246958	K14206
Ssiderea257325	K10807
Ssiderea251164	K21554
Ssiderea259632	K22666
Ssiderea243558	K07752
Ssiderea245408	K04163
Ssiderea248346	K20198
Ssiderea181105	K05502
Ssiderea247374	K16551
Ssiderea256738	K18261
Ssiderea254602	K00907
Ssiderea256868	K06777
Ssiderea246517	K01620
Ssiderea251523	K01556
Ssiderea255418	K04603
Ssiderea261625	K23424
Ssiderea230460	K17906
Ssiderea246677	K17578
Ssiderea167806	K02084
Ssiderea242647	K09276
Ssiderea207501	K21873
Ssiderea251397	K06843
Ssiderea259608	K20102
Ssiderea248114	K16795
Ssiderea218140	K16609
Ssiderea248756	K05218
Ssiderea232635	K02140
Ssiderea211042	K04984
Ssiderea243919	K24431
Ssiderea263437	K13291
Ssiderea253550	K07833
Ssiderea261352	K10594
Ssiderea261150	K07497
Ssiderea257237	K24104
Ssiderea261057	K25838
Ssiderea228325	K01280
Ssiderea254242	K12459
Ssiderea243289	K01907
Ssiderea123812	K10380
Ssiderea251235	K08049
Ssiderea173702	K04887
Ssiderea185270	K10380
Ssiderea233872	K01558
Ssiderea219986	K14950
Ssiderea255969	K17768
Ssiderea251845	K01648
Ssiderea170422	K16506
Ssiderea254141	K18083
Ssiderea240652	K08735
Ssiderea137271	K09580
Ssiderea243759	K02871
Ssiderea261862	K14845
Ssiderea251467	K25186
Ssiderea250650	K24942
Ssiderea237617	K10408
Ssiderea245313	K04319
Ssiderea250403	K10755
Ssiderea248653	K04638
Ssiderea261335	K18398
Ssiderea261937	K16506
Ssiderea243025	K13369
Ssiderea244244	K24886
Ssiderea376985	K00456
Ssiderea253299	K08596
Ssiderea241452	K07901
Ssiderea30	K12035
Ssiderea164752	K18740
Ssiderea76491	K19496
Ssiderea231265	K12836
Ssiderea223923	K14521
Ssiderea261050	K20135
Ssiderea243523	K14539
Ssiderea237156	K00106
Ssiderea262417	K18598
Ssiderea261459	K17095
Ssiderea247098	K13444
Ssiderea109340	K02987
Ssiderea257967	K05661
Ssiderea250639	K06235
Ssiderea255496	K09336
Ssiderea263101	K00654
Ssiderea250563	K01179
Ssiderea254252	K23424
Ssiderea248237	K12580
Ssiderea232558	K05613
Ssiderea250834	K02151
Ssiderea242691	K24893
Ssiderea249310	K00587
Ssiderea383996	K08807
Ssiderea260838	K18443
Ssiderea226457	K03575
Ssiderea262207	K04515
Ssiderea240234	K08639
Ssiderea253827	K00774
Ssiderea262956	K25058
Ssiderea243245	K02223
Ssiderea88130	K04144
Ssiderea254323	K18798
Ssiderea228402	K09865
Ssiderea253094	K01392
Ssiderea246167	K01480
Ssiderea249246	K15438
Ssiderea223245	K01229
Ssiderea238519	K05181
Ssiderea28452	K01672
Ssiderea211183	K09328
Ssiderea222101	K24734
Ssiderea242756	K22762
Ssiderea262327	K09624
Ssiderea258137	K20877
Ssiderea239941	K09637
Ssiderea250646	K09571
Ssiderea241262	K21392
Ssiderea250826	K08375
Ssiderea245556	K20520
Ssiderea218642	K20178
Ssiderea228782	K13807
Ssiderea246026	K09113
Ssiderea236795	K02987
Ssiderea257580	K24354
Ssiderea263205	K24014
Ssiderea263401	K08132
Ssiderea243616	K04605
Ssiderea257000	K17795
Ssiderea254124	K12793
Ssiderea257558	K24774
Ssiderea252823	K20177
Ssiderea236796	K02183
Ssiderea258861	K21771
Ssiderea255471	K02168
Ssiderea256781	K23222
Ssiderea239958	K12599
